wikipedia_movie_ID,name,original_genres,predicted_genres
16075597,violets are blue,"['Drama', 'Romance']","['Drama', 'Thriller']"
2566991,hey ram,"['Asian Movies', 'Drama', 'Historical', 'World cinema']","['Drama', 'Non-fiction/Educational']"
6109201,joshua tree,"['Action/Adventure', 'Crime', 'Indie', 'Thriller']","['Action/Adventure', 'Adaptation', 'Horror', 'Thriller']"
21954355,killer party,['Horror'],['Drama']
31423895,do you know the muffin man?,['Drama'],"['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Indie', 'Thriller']"
11443235,midnight son,"['Drama', 'Horror', 'Short Film', 'Thriller']","['Action/Adventure', 'Animation', 'Short Film']"
1813912,tell them willie boy is here,"['Action/Adventure', 'Drama', 'Western']","['Action/Adventure', 'Comedy', 'Crime']"
33316658,house at the end of the street,['Horror'],"['Comedy', 'Drama', 'Romance']"
5844480,donovan's brain,"['Adaptation', 'Drama', 'Horror', 'Old-fashioned/classical style', 'Science Fiction', 'Thriller']",['Action/Adventure']
3606979,the lucky texan,"['Action/Adventure', 'Old-fashioned/classical style', 'Western']","['Action/Adventure', 'Old-fashioned/classical style', 'Western']"
2848051,honeymoon in vegas,"['Comedy', 'Crime', 'Romance']","[""Children's/Family"", 'Comedy']"
9358857,communion,"['Adaptation', 'Drama', 'Indie', 'Non-fiction/Educational', 'Science Fiction']",['Thriller']
28132190,musical justice,['Short Film'],['Short Film']
7225213,the oxford murders,"['Crime', 'Mystery/Suspense', 'Thriller']","['Drama', 'Romance']"
31035865,murder 2,['Horror'],"['Drama', 'Romance']"
14215664,money mad,"['Crime', 'Indie', 'Old-fashioned/classical style', 'Short Film']","['Indie', 'Old-fashioned/classical style', 'Short Film']"
26857099,the descendants,"['Comedy', 'Drama']","['Comedy', 'Drama']"
9183439,hawking,"['Drama', 'Non-fiction/Educational']",['Comedy']
8119585,the possession of joel delaney,"['Drama', 'Horror', 'Thriller']","['Comedy', 'Drama']"
9866571,adam at six a.m.,['Drama'],['Drama']
24455246,little rural riding hood,"['Animation', 'Comedy', 'Short Film']","['Animation', ""Children's/Family"", 'Comedy', 'Short Film']"
24212705,border vengeance,['Old-fashioned/classical style'],['Western']
36319171,trás-os-montes,['Drama'],['War/combat']
11260752,fit to be tied,"['Animation', ""Children's/Family"", 'Comedy', 'Short Film']",['Animation']
20677329,"my son, my son!","['Drama', 'Old-fashioned/classical style']","['Drama', 'Old-fashioned/classical style']"
13613782,sparrows,"['Drama', 'Old-fashioned/classical style']","['Drama', 'Old-fashioned/classical style']"
25085189,hell ship mutiny,['Action/Adventure'],"['Action/Adventure', 'Western']"
2843380,the president's last bang,"['Comedy', 'Political', 'World cinema']",[]
1343342,ben-hur,"['Action/Adventure', 'Drama', 'Non-fiction/Educational', 'Romance']","['Action/Adventure', 'Adaptation', 'Drama', 'Historical', 'Political', 'War/combat']"
30519399,circle of violence: a family drama,['Drama'],[]
30312198,flirt,['Drama'],['Asian Movies']
2457278,the man who knew too little,"['Adaptation', 'Comedy', 'Drama', 'Romance', 'Spy', 'Thriller']","['Drama', 'Thriller']"
16839300,brave,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Comedy', 'Coming of age', 'Drama', 'Fantasy', 'Historical']",['Drama']
4333441,the journals of knud rasmussen,['Drama'],[]
15968935,hoodwinked too! hood vs. evil,"['Animation', ""Children's/Family"", 'Comedy', 'Indie']",[]
15580548,hidden in america,"['Culture & Society', 'Drama', 'Other']","['Crime', 'Mystery/Suspense', 'Science Fiction', 'Thriller']"
5864450,gold diggers of broadway,"['Music/Dance', 'Old-fashioned/classical style', 'Unconventional']",['Old-fashioned/classical style']
914988,daylight,"['Action/Adventure', 'Disaster/Dystopia', 'Thriller']","['Drama', 'Romance']"
18667965,samba traoré,"['Comedy', 'Drama']",[]
11094299,the magnetic monster,"['Horror', 'Science Fiction']",[]
13196764,amnèsia,['Drama'],"['Comedy', 'Romance']"
33013488,hit the road,"['Comedy', 'Drama']","['Comedy', 'Horror', 'Mystery/Suspense']"
36066367,freak dance,"['Comedy', 'Music/Dance']","['Drama', 'Romance']"
10291615,owl and the sparrow,"['Drama', 'Romance', 'Unconventional', 'World cinema']",[]
21533466,the spessart inn,['Comedy'],['Drama']
23242616,second to die,"['Adult', 'Crime', 'Indie', 'Thriller', 'Other']","['Comedy', 'Other']"
24155438,the violin player,['Drama'],"['Crime', 'Mystery/Suspense', 'Thriller']"
23258338,tea and sympathy,['LGBT'],['Music/Dance']
6238379,night patrol,"['Comedy', 'Other']",['Comedy']
17108906,the borgia stick,"['Crime', 'Thriller', 'Other']","['Action/Adventure', 'Comedy', 'Western']"
7534904,woh lamhe,"['Asian Movies', 'Drama', 'Music/Dance', 'Romance', 'World cinema']","['Drama', 'World cinema']"
35530486,indie game: the movie,['Non-fiction/Educational'],['War/combat']
22812257,the great sioux uprising,"['Action/Adventure', 'Western']","['Action/Adventure', 'Western']"
31375669,frozen flashes,['Drama'],"['Non-fiction/Educational', 'Romance', 'War/combat']"
23400725,the woman in question,"['Crime', 'Mystery/Suspense']",['Comedy']
2237290,our dancing daughters,"['Drama', 'Old-fashioned/classical style']","['Drama', 'Indie', 'Old-fashioned/classical style']"
14590035,what's his name,"['Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style']","['Comedy', 'Drama']"
22945810,"companys, procés a catalunya",['Drama'],"['Drama', 'Music/Dance', 'Romance']"
5427514,"boy, did i get a wrong number!","['Comedy', 'Romance']",['Action/Adventure']
29836867,blade in hong kong,['Action/Adventure'],['War/combat']
9285648,the prisoner of zenda,"['Action/Adventure', 'Animation', 'Old-fashioned/classical style']","['Drama', 'Historical', 'Music/Dance', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Romance']"
9998295,the black bird,['Comedy'],['Comedy']
27169774,the woman in white,"['Drama', 'Mystery/Suspense', 'Romance']","['Drama', 'Old-fashioned/classical style']"
24083596,desperate remedies,['Drama'],['Drama']
1508868,the serpent and the rainbow,"['Horror', 'Indie', 'Supernatural/Monster', 'Thriller']","['Action/Adventure', 'Indie', 'Thriller']"
35595535,kai po che!,"['Drama', 'Sports']",[]
11293583,how high is up?,"['Comedy', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Old-fashioned/classical style', 'Short Film']"
7675313,in the gloaming,"['Drama', 'LGBT', 'Other']",['Animation']
3926605,back to school with franklin,"['Animation', ""Children's/Family"", 'Non-fiction/Educational']","['Action/Adventure', 'Animation', ""Children's/Family""]"
31270836,when harry tries to marry,"['Comedy', 'Romance']","['Comedy', 'Romance']"
31676805,savages,"['Crime', 'Drama', 'Thriller']",['Drama']
34776126,betaaj badshah,[],"['Action/Adventure', 'Drama']"
12725443,the scarlet coat,"['Action/Adventure', 'Drama', 'Historical', 'Spy']","['Action/Adventure', 'Comedy']"
31070209,la valentina,"['Drama', 'Music/Dance', 'War/combat']",['Drama']
27634924,jesse stone: innocents lost,"['Adaptation', 'Crime', 'Drama', 'Thriller', 'Other']",[]
2163703,i'll be home for christmas,['Holiday Film'],['Drama']
1235519,weekend at bernie's,"['Action/Adventure', 'Comedy', 'Friendships, Family & Personal Relationships', 'Romance']",['Drama']
35786228,"heads up, charley","['Comedy', 'Old-fashioned/classical style']","['Action/Adventure', 'Indie', 'Old-fashioned/classical style']"
19444214,praan jaye par shaan na jaye,"['Comedy', 'Drama', 'World cinema']","['Asian Movies', 'Comedy', 'Drama', 'Music/Dance', 'Romance', 'World cinema']"
14734420,pies and guys,"['Comedy', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Old-fashioned/classical style', 'Short Film']"
238397,flowers and trees,"['Comedy', 'Old-fashioned/classical style', 'Short Film']","['Animation', 'Short Film']"
77744,wayne's world,"['Comedy', 'Friendships, Family & Personal Relationships', 'Music/Dance', 'Other']","['Action/Adventure', 'Adaptation', 'Comedy', 'Thriller']"
2983487,ultraviolet,"['Action/Adventure', 'Disaster/Dystopia', 'Science Fiction', 'Thriller']",['Thriller']
13287196,you i love,"['Comedy', 'Coming of age', 'Drama', 'LGBT', 'World cinema', 'Other']","['Drama', 'Indie']"
12783565,friendly persuasion,['Drama'],['Asian Movies']
4726,batman,"['Action/Adventure', 'Crime', 'Drama', 'Thriller']","['Action/Adventure', 'Thriller']"
24806261,hold that kiss,"['Comedy', 'Romance']","['Crime', 'Drama', 'Old-fashioned/classical style']"
770239,mr. & mrs. bridge,"['Drama', 'Historical', 'Romance']","['Comedy', 'Drama']"
6289589,the holy mountain,"['Drama', 'Indie', 'Old-fashioned/classical style', 'World cinema']","['Drama', 'Old-fashioned/classical style']"
17129717,so this is marriage?,"['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance']",['Old-fashioned/classical style']
3143504,michael,"['Comedy', 'Drama', 'Fantasy', 'Religious Film', 'Romance']","['Comedy', 'Romance']"
29281218,torn,['Drama'],['Non-fiction/Educational']
35211335,ai weiwei: never sorry,['Non-fiction/Educational'],['Non-fiction/Educational']
29193924,chaand kaa tukdaa,"['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']","['Drama', 'Romance']"
10016740,mela,"['Action/Adventure', 'Drama']","['Drama', 'Romance', 'World cinema']"
27510938,the last of the duanes,"['Action/Adventure', 'Romance', 'Western']",[]
14627416,temptation,"['Drama', 'Indie', 'Old-fashioned/classical style']","['Drama', 'Old-fashioned/classical style']"
1075228,oliver's story,"['Drama', 'Romance']",[]
35254495,fatal termination,"['Action/Adventure', 'Thriller']",['Drama']
28150777,nothing but the truth,['Comedy'],"['Comedy', 'Old-fashioned/classical style']"
31910205,king khan,"['Action/Adventure', 'Drama', 'Romance']",['Drama']
4299508,friends with money,"['Comedy', 'Drama', 'Indie', 'Romance', 'Other']",['Comedy']
23541374,nice girl?,['Music/Dance'],"['Drama', 'Old-fashioned/classical style']"
28920951,the d.i.,['Drama'],['Drama']
31798610,god bless the child,['Drama'],['Drama']
19317097,the spanking age,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']","[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']"
21909087,the cellar,"['Horror', 'Thriller']",['Horror']
106262,what women want,"['Comedy', 'Fantasy', 'Romance']","['Drama', 'Historical', 'Romance']"
25406662,le filmeur,['Drama'],['Horror']
15217227,"to you, from me","['Adult', 'Drama', 'Romance']",['Drama']
710094,the peacemaker,"['Action/Adventure', 'Disaster/Dystopia', 'Thriller']",['Drama']
5050011,nickelback - live at home,[],['Non-fiction/Educational']
100274,hudson hawk,"['Action/Adventure', 'Comedy', 'Crime']","['Comedy', 'Drama', 'Other']"
31079479,bengazi,"['Action/Adventure', 'Crime']",['Drama']
5114544,barsaat ki ek raat,"['Asian Movies', 'Drama']",['Drama']
23543664,king lear,"['Drama', 'Old-fashioned/classical style', 'World cinema']","['Action/Adventure', ""Children's/Family"", 'Comedy', 'Drama', 'War/combat']"
19115236,the rescue,"['Action/Adventure', 'Old-fashioned/classical style', 'Romance']",['Science Fiction']
15086592,the knife of the party,"['Comedy', 'Music/Dance', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Short Film']"
30448646,3 minutes,['Short Film'],[]
34322643,we are not angels 3: rock & roll strike back,['Comedy'],"['Action/Adventure', 'Thriller']"
11953814,herb,['Drama'],"['Drama', 'Romance', 'Thriller']"
15593228,the fighting ranger,"['Indie', 'Old-fashioned/classical style', 'Western']","['Action/Adventure', 'Old-fashioned/classical style']"
35260006,spirit,"['Comedy', 'Drama']",['Drama']
30508894,red kiss,['Drama'],['Drama']
149815,the search,"['Drama', 'Old-fashioned/classical style', 'War/combat']","['Action/Adventure', 'Music/Dance', 'Old-fashioned/classical style', 'Romance']"
1204655,that darn cat,"['Action/Adventure', ""Children's/Family"", 'Comedy', 'Mystery/Suspense']",['Drama']
13388826,the telephone girl and the lady,"['Drama', 'Indie', 'Old-fashioned/classical style', 'Short Film']","['Drama', 'Indie', 'Old-fashioned/classical style', 'Short Film']"
13954702,moonlight and cactus,"['Comedy', 'Music/Dance', 'Old-fashioned/classical style', 'Romance', 'Short Film', 'Western']","['Comedy', 'Old-fashioned/classical style', 'Short Film']"
12942893,the haunted hat,"['Comedy', 'Indie', 'Old-fashioned/classical style', 'Short Film']","['Drama', 'Old-fashioned/classical style']"
20568484,the shadow of hate,"['Indie', 'Non-fiction/Educational', 'Short Film']","['Non-fiction/Educational', 'Short Film']"
28467452,black birds,"['Drama', 'War/combat']","['Action/Adventure', 'Drama', 'Old-fashioned/classical style', 'World cinema']"
1766274,superstar,"['Comedy', 'Teen']","['Drama', 'World cinema']"
3124658,adventures of the road-runner,"['Animation', 'Comedy', 'Short Film']",['Short Film']
14144273,riding with buffalo bill,"['Action/Adventure', 'Old-fashioned/classical style']",['Romance']
26111438,it happened at the world's fair,"['Action/Adventure', 'Music/Dance', 'Romance']","['Comedy', 'Romance']"
24737429,tomorrow,['Drama'],['Music/Dance']
171555,gods and monsters,"['Adaptation', 'Drama', 'Historical', 'Indie', 'LGBT', 'Non-fiction/Educational']","['Crime', 'Drama', 'Historical', 'Political', 'Romance', 'Thriller']"
17719032,deep valley,"['Crime', 'Drama', 'Old-fashioned/classical style', 'Romance']",['Drama']
34419411,villa zone,"['Comedy', 'Drama']",[]
6917005,the music man,"[""Children's/Family"", 'Comedy', 'Drama', 'Music/Dance', 'Romance']","['Asian Movies', 'Drama', 'Music/Dance', 'Romance']"
32250995,when the bough breaks,"['Crime', 'Mystery/Suspense', 'Supernatural/Monster', 'Thriller']","['Action/Adventure', ""Children's/Family"", 'Drama', 'Indie']"
640370,super size me,"['Comedy', 'Culture & Society', 'Drama', 'Indie', 'Non-fiction/Educational']",['Drama']
22276337,doctor glas,['Drama'],['Drama']
23150423,the rack,"['Drama', 'War/combat']","['Drama', 'Old-fashioned/classical style']"
30832109,the white flower,['Old-fashioned/classical style'],['Old-fashioned/classical style']
25223887,streetdance 3d,['Drama'],"['Drama', 'Horror']"
26985808,the city below,"['Drama', 'World cinema']",['Drama']
7432079,the north avenue irregulars,"[""Children's/Family"", 'Comedy', 'Crime', 'Mystery/Suspense']","['Comedy', 'Drama']"
2212664,brian's song,"['Drama', 'Non-fiction/Educational', 'Sports', 'Other']","['Comedy', 'Drama']"
805037,the crush,"['Adult', 'Drama', 'Mystery/Suspense', 'Thriller']",['Drama']
12572118,the bros.,"['Comedy', 'Crime', 'Music/Dance']","['Action/Adventure', 'Comedy', 'Fantasy', 'Horror', 'Indie', 'Science Fiction', 'Other']"
289890,piglet's big movie,"['Animation', ""Children's/Family"", 'Music/Dance']","['Animation', ""Children's/Family"", 'Fantasy']"
24576647,speed devils,"['Crime', 'Drama']",[]
4461885,welcome to l.a.,"['Drama', 'Romance', 'Other']",['Adult']
23139830,let's dance,"['Asian Movies', 'Drama', 'World cinema']","['Drama', 'Romance', 'World cinema']"
210224,love with the proper stranger,"['Comedy', 'Culture & Society', 'Drama', 'Old-fashioned/classical style', 'Romance']","['Comedy', 'Drama', 'Old-fashioned/classical style']"
29019984,of love and other demons,"['Drama', 'Non-fiction/Educational', 'Religious Film', 'World cinema']",['Drama']
8088017,assassination,"['Action/Adventure', 'Asian Movies', 'Drama', 'Old-fashioned/classical style']","['Action/Adventure', 'Drama']"
7495301,incendiary blonde,"['Drama', 'Music/Dance', 'Non-fiction/Educational']","['Drama', 'Old-fashioned/classical style', 'Romance', 'War/combat']"
177736,the trespasser,['Old-fashioned/classical style'],"['Indie', 'Old-fashioned/classical style', 'Unconventional', 'Western']"
2260329,maniac,"['Horror', 'Other']",['Other']
31300052,nine bachelors,['Comedy'],"['Comedy', 'Music/Dance']"
24104388,bhole shankar,"[""Children's/Family"", 'Drama', 'Music/Dance']",['Drama']
35759185,chakravarthy,['Crime'],[]
24744509,sherlock holmes returns,['Mystery/Suspense'],['Comedy']
28953349,rising stars,"[""Children's/Family"", 'Drama', 'Music/Dance']",['Drama']
1506960,get over it,"['Adult', 'Comedy', 'LGBT', 'Music/Dance', 'Romance', 'Teen']","['Comedy', 'Horror']"
1922815,cheaper by the dozen 2,"['Action/Adventure', ""Children's/Family"", 'Comedy']",['Comedy']
10223140,purple storm,"['Action/Adventure', 'Asian Movies', 'Thriller', 'World cinema']","['Action/Adventure', 'Adaptation', 'Comedy', 'Drama']"
31735267,the nevadan,"['Action/Adventure', 'Western']",[]
19773644,waldo's last stand,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']","[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']"
10791915,thai meethu sathiyam,['World cinema'],"['Drama', 'Science Fiction']"
22964594,"selma, lord, selma","['Drama', 'Historical', 'Non-fiction/Educational', 'Political', 'Other']","[""Children's/Family"", 'Drama', 'Romance']"
13295969,any mother's son,['Drama'],['Asian Movies']
21779605,nowhere boy,"['Coming of age', 'Drama', 'Music/Dance', 'Non-fiction/Educational']","['Action/Adventure', 'Drama', 'Thriller']"
20761542,christmas at cadillac jack's,"[""Children's/Family""]",[]
345825,mackenna's gold,"['Action/Adventure', 'Western']","['Action/Adventure', 'Comedy', 'Drama', 'Thriller']"
101910,the towering inferno,"['Action/Adventure', 'Disaster/Dystopia', 'Other']","['Action/Adventure', 'Drama', 'Western']"
2422489,yellow submarine,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Comedy', 'Fantasy', 'Music/Dance']","['Action/Adventure', 'Drama', 'Romance', 'Western']"
26024515,tora-san to the rescue,['Asian Movies'],"['Comedy', 'Drama']"
14589005,little miss broadway,"[""Children's/Family"", 'Drama', 'Music/Dance', 'Old-fashioned/classical style']","[""Children's/Family"", 'Comedy', 'Drama', 'Music/Dance', 'Old-fashioned/classical style']"
11567877,paid,"['Drama', 'Old-fashioned/classical style']","['Old-fashioned/classical style', 'Thriller']"
600209,kalifornia,"['Action/Adventure', 'Crime', 'Drama', 'Thriller']","['Drama', 'Music/Dance']"
2541879,to paint or make love,"['Comedy', 'Drama']","['Action/Adventure', 'Comedy']"
5305120,homecoming,"['Adaptation', ""Children's/Family"", 'Drama', 'Other']","['Comedy', 'Drama', 'Romance', 'World cinema']"
2939335,i live in fear,"['Asian Movies', 'Comedy', 'Drama', 'World cinema']","['Comedy', 'Drama', 'Romance']"
31122154,society mugs,['Short Film'],"['Comedy', 'Old-fashioned/classical style', 'Short Film']"
28006483,dhanwan,['Asian Movies'],[]
1745419,kicking and screaming,"['Comedy', 'Coming of age', 'Drama', 'Indie', 'LGBT', 'Romance', 'Other']",['Comedy']
10004664,mast,"['Comedy', 'Drama', 'Music/Dance', 'Romance', 'World cinema']",['Romance']
867905,stray dog,"['Asian Movies', 'Crime', 'Drama', 'Friendships, Family & Personal Relationships', 'Old-fashioned/classical style', 'Thriller', 'World cinema']","['Drama', 'Old-fashioned/classical style']"
4642099,agent for h.a.r.m.,"['Action/Adventure', 'Comedy', 'Science Fiction', 'Spy']",['Drama']
13064064,call of the flesh,"['Drama', 'Music/Dance', 'Old-fashioned/classical style']","['Comedy', 'Drama', 'Music/Dance', 'Romance']"
21236436,the white reindeer,"['Drama', 'Horror', 'World cinema']",[]
24724201,thursday's child,"['Adaptation', 'Drama', 'Other']","['Action/Adventure', ""Children's/Family"", 'Drama', 'Fantasy']"
28070112,oranges and sunshine,['Drama'],['Drama']
8493002,spellbinder,"['Horror', 'Indie', 'Mystery/Suspense', 'Supernatural/Monster', 'Thriller']","['Comedy', 'Drama']"
24132780,the girl said no,"['Comedy', 'Music/Dance', 'Old-fashioned/classical style']","['Drama', 'Old-fashioned/classical style']"
698969,the horse whisperer,"['Drama', 'Romance', 'Western']",['Drama']
3667955,angela's ashes,"['Adaptation', 'Coming of age', 'Drama', 'Historical', 'Non-fiction/Educational']","['Drama', 'Non-fiction/Educational']"
1253851,cursed,"['Comedy', 'Horror', 'Thriller']","['Comedy', 'Drama', 'Romance']"
6618673,employee of the month,"['Comedy', 'Romance']","['Crime', 'Drama']"
1880706,payback,"['Action/Adventure', 'Adaptation', 'Comedy', 'Crime', 'Drama', 'Thriller']","['Drama', 'Mystery/Suspense', 'Thriller', 'Other']"
34543328,el yazısı,"['Comedy', 'Drama']",['Comedy']
22644980,punk lawyer,['Drama'],['Drama']
16975367,her highness and the bellboy,"['Comedy', 'Old-fashioned/classical style', 'Romance']",['Drama']
36000471,mexico,"['Animation', 'Short Film']","['Animation', 'Comedy', 'Short Film']"
15194870,the galloping kid,"['Indie', 'Old-fashioned/classical style', 'Western']","['Action/Adventure', 'Indie', 'Old-fashioned/classical style', 'Western']"
35793521,the white pearl,"['Action/Adventure', 'Drama', 'Old-fashioned/classical style', 'Romance']",['Old-fashioned/classical style']
14911735,two if by sea,"['Comedy', 'Crime', 'Romance']","['Action/Adventure', 'Comedy', 'Supernatural/Monster', 'Thriller']"
2188611,played,"['Action/Adventure', 'Crime', 'Thriller']",['Comedy']
537200,honey,"['Drama', 'Music/Dance', 'Romance']","['Comedy', 'Drama', 'Romance']"
19662785,party fever,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']","[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']"
36318894,blood ties,"['Crime', 'Drama']",['Drama']
4824326,betsy's wedding,"['Comedy', 'Romance']",['Drama']
8219325,get smart,"['Action/Adventure', 'Comedy', 'Romance']","['Action/Adventure', 'Adaptation', 'Crime', 'Drama', 'Historical', 'Thriller']"
22915236,wings of the navy,"['Drama', 'Romance', 'War/combat']","['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance']"
24328650,paracelsus,"['Drama', 'Historical', 'Old-fashioned/classical style']",[]
7091489,copkiller,"['Crime', 'Drama', 'Mystery/Suspense', 'Thriller', 'World cinema']","['Comedy', 'Romance']"
23953216,the fighting o'flynn,"['Action/Adventure', 'Comedy']","['Crime', 'Drama']"
2108776,ferngully: the last rainforest,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Culture & Society', 'Fantasy', 'Thriller']","['Action/Adventure', 'Drama', 'Fantasy']"
29760910,tangled destinies,"['Action/Adventure', 'Comedy', 'Crime', 'Mystery/Suspense', 'Romance']",['Western']
9833485,story of women,"['Asian Movies', 'Crime', 'Drama', 'Non-fiction/Educational', 'World cinema']","['Comedy', 'Horror', 'Indie', 'Mystery/Suspense']"
805053,before sunrise,"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama']"
26365132,terribly happy,"['Crime', 'Drama', 'Mystery/Suspense', 'Thriller', 'World cinema']","['Comedy', 'Crime']"
16040190,mister roberts,"[""Children's/Family"", 'Comedy', 'War/combat']","['Action/Adventure', 'Drama', 'War/combat']"
1655618,the apple dumpling gang,"[""Children's/Family"", 'Comedy', 'Drama', 'Western']","['Comedy', 'Western']"
4459059,trial and error,"['Comedy', 'Indie', 'Romance']","['Comedy', 'Drama']"
8850105,because i said so,"['Comedy', 'Drama', 'Romance']","['Comedy', 'Drama', 'Indie', 'Romance']"
12135919,tell no one,"['Crime', 'Drama', 'Mystery/Suspense', 'Thriller', 'World cinema']","['Crime', 'Drama', 'Indie', 'Thriller']"
1367498,tucker: the man and his dream,"['Drama', 'Indie', 'Non-fiction/Educational', 'Other']","['Drama', 'Romance']"
29259032,shakti,"['Action/Adventure', 'Fantasy']","['Action/Adventure', 'Drama', 'War/combat']"
13709869,i am because we are,['Non-fiction/Educational'],"['Indie', 'Non-fiction/Educational']"
24528769,in pursuit,"['Action/Adventure', 'Drama', 'Thriller']",['Drama']
222500,any given sunday,"['Drama', 'Sports', 'Other']","['Drama', 'Non-fiction/Educational']"
24019385,the morning sun shines,"['Old-fashioned/classical style', 'Short Film']","['Comedy', 'Culture & Society', 'Indie', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Short Film']"
18779810,call her savage,"['Comedy', 'Drama', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Unconventional']","['Comedy', 'Drama', 'Music/Dance', 'Old-fashioned/classical style', 'Romance', 'Unconventional']"
19096833,the cock-eyed world,"['Comedy', 'Music/Dance', 'Old-fashioned/classical style']",['Drama']
8922224,frequently asked questions about time travel,"['Comedy', 'Science Fiction']","['Horror', 'Mystery/Suspense', 'Thriller']"
