wikipedia_movie_ID,name,original_genres,predicted_genres
19312636,the glorious fourth,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']","[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']"
23894000,without dowry,"['Drama', 'Romance']","['Action/Adventure', 'Drama', 'Music/Dance']"
16075597,violets are blue,"['Drama', 'Romance']",['Drama']
2566991,hey ram,"['Asian Movies', 'Drama', 'Historical', 'World cinema']","['Action/Adventure', 'Asian Movies', 'Drama', 'Music/Dance', 'War/combat', 'World cinema']"
6109201,joshua tree,"['Action/Adventure', 'Crime', 'Indie', 'Thriller']","['Adult', 'Crime', 'Drama', 'Mystery/Suspense', 'Thriller']"
21954355,killer party,['Horror'],"['Horror', 'Science Fiction', 'Thriller']"
31423895,do you know the muffin man?,['Drama'],['Drama']
11443235,midnight son,"['Drama', 'Horror', 'Short Film', 'Thriller']","['Comedy', 'Drama', 'Fantasy', 'Short Film']"
1813912,tell them willie boy is here,"['Action/Adventure', 'Drama', 'Western']","['Action/Adventure', 'Drama', 'Music/Dance', 'Non-fiction/Educational']"
33316658,house at the end of the street,['Horror'],"['Action/Adventure', 'Drama', 'Fantasy', 'Science Fiction']"
5844480,donovan's brain,"['Adaptation', 'Drama', 'Horror', 'Old-fashioned/classical style', 'Science Fiction', 'Thriller']","['Crime', 'Drama', 'Mystery/Suspense', 'Old-fashioned/classical style', 'Thriller']"
3606979,the lucky texan,"['Action/Adventure', 'Old-fashioned/classical style', 'Western']","['Action/Adventure', 'Old-fashioned/classical style', 'Western']"
2848051,honeymoon in vegas,"['Comedy', 'Crime', 'Romance']","[""Children's/Family"", 'Comedy', 'Drama']"
9358857,communion,"['Adaptation', 'Drama', 'Indie', 'Non-fiction/Educational', 'Science Fiction']","['Action/Adventure', 'Comedy']"
28132190,musical justice,['Short Film'],"['Comedy', 'Old-fashioned/classical style', 'Short Film']"
7225213,the oxford murders,"['Crime', 'Mystery/Suspense', 'Thriller']",['Drama']
31035865,murder 2,['Horror'],"['Action/Adventure', 'Thriller']"
14215664,money mad,"['Crime', 'Indie', 'Old-fashioned/classical style', 'Short Film']","['Drama', 'Old-fashioned/classical style', 'Short Film']"
26857099,the descendants,"['Comedy', 'Drama']","['Comedy', 'Drama']"
9183439,hawking,"['Drama', 'Non-fiction/Educational']","['Comedy', 'Drama', 'Indie']"
8119585,the possession of joel delaney,"['Drama', 'Horror', 'Thriller']",['Comedy']
9866571,adam at six a.m.,['Drama'],"['Horror', 'Science Fiction']"
24455246,little rural riding hood,"['Animation', 'Comedy', 'Short Film']",['Music/Dance']
24212705,border vengeance,['Old-fashioned/classical style'],"['Crime', 'Drama']"
36319171,trás-os-montes,['Drama'],"['Action/Adventure', 'Asian Movies', 'World cinema']"
11260752,fit to be tied,"['Animation', ""Children's/Family"", 'Comedy', 'Short Film']","['Animation', ""Children's/Family"", 'Comedy', 'Short Film']"
20677329,"my son, my son!","['Drama', 'Old-fashioned/classical style']",['Drama']
13613782,sparrows,"['Drama', 'Old-fashioned/classical style']","['Horror', 'Indie', 'Old-fashioned/classical style', 'Thriller']"
25085189,hell ship mutiny,['Action/Adventure'],['Action/Adventure']
2843380,the president's last bang,"['Comedy', 'Political', 'World cinema']",['Comedy']
1343342,ben-hur,"['Action/Adventure', 'Drama', 'Non-fiction/Educational', 'Romance']","[""Children's/Family"", 'Drama', 'Music/Dance', 'Non-fiction/Educational', 'Romance', 'Unconventional']"
30519399,circle of violence: a family drama,['Drama'],['Drama']
30312198,flirt,['Drama'],['Drama']
2457278,the man who knew too little,"['Adaptation', 'Comedy', 'Drama', 'Romance', 'Spy', 'Thriller']","['Action/Adventure', 'Thriller']"
16839300,brave,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Comedy', 'Coming of age', 'Drama', 'Fantasy', 'Historical']","['Action/Adventure', 'Adaptation', 'Drama', 'Science Fiction', 'Thriller']"
4333441,the journals of knud rasmussen,['Drama'],['Non-fiction/Educational']
15968935,hoodwinked too! hood vs. evil,"['Animation', ""Children's/Family"", 'Comedy', 'Indie']","['Action/Adventure', ""Children's/Family"", 'Comedy', 'Science Fiction']"
15580548,hidden in america,"['Culture & Society', 'Drama', 'Other']",['Drama']
5864450,gold diggers of broadway,"['Music/Dance', 'Old-fashioned/classical style', 'Unconventional']","['Drama', 'Romance']"
914988,daylight,"['Action/Adventure', 'Disaster/Dystopia', 'Thriller']","['Action/Adventure', 'Comedy', 'Crime', 'Friendships, Family & Personal Relationships']"
18667965,samba traoré,"['Comedy', 'Drama']",[]
11094299,the magnetic monster,"['Horror', 'Science Fiction']","['Action/Adventure', 'Fantasy']"
13196764,amnèsia,['Drama'],"['Comedy', 'Drama']"
33013488,hit the road,"['Comedy', 'Drama']","['Action/Adventure', 'Western']"
36066367,freak dance,"['Comedy', 'Music/Dance']","['Drama', 'Thriller']"
10291615,owl and the sparrow,"['Drama', 'Romance', 'Unconventional', 'World cinema']","[""Children's/Family"", 'Drama', 'Sports', 'World cinema']"
21533466,the spessart inn,['Comedy'],"['Drama', 'Romance']"
23242616,second to die,"['Adult', 'Crime', 'Indie', 'Thriller', 'Other']","['Crime', 'Drama', 'Indie']"
24155438,the violin player,['Drama'],"['Comedy', 'Drama', 'Indie', 'Romance']"
23258338,tea and sympathy,['LGBT'],"['Asian Movies', 'Old-fashioned/classical style']"
6238379,night patrol,"['Comedy', 'Other']",[]
17108906,the borgia stick,"['Crime', 'Thriller', 'Other']","['Comedy', 'Crime']"
7534904,woh lamhe,"['Asian Movies', 'Drama', 'Music/Dance', 'Romance', 'World cinema']","['Comedy', 'Drama', 'Music/Dance', 'Romance', 'World cinema']"
35530486,indie game: the movie,['Non-fiction/Educational'],"['Animation', 'Asian Movies']"
22812257,the great sioux uprising,"['Action/Adventure', 'Western']",['Drama']
31375669,frozen flashes,['Drama'],"['Crime', 'Drama']"
23400725,the woman in question,"['Crime', 'Mystery/Suspense']","['Adaptation', 'Drama', 'Old-fashioned/classical style', 'Romance', 'Sports']"
2237290,our dancing daughters,"['Drama', 'Old-fashioned/classical style']","['Horror', 'Indie', 'Old-fashioned/classical style', 'Thriller']"
14590035,what's his name,"['Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style']","['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance']"
22945810,"companys, procés a catalunya",['Drama'],['Drama']
5427514,"boy, did i get a wrong number!","['Comedy', 'Romance']","['Comedy', 'Romance']"
29836867,blade in hong kong,['Action/Adventure'],['Drama']
9285648,the prisoner of zenda,"['Action/Adventure', 'Animation', 'Old-fashioned/classical style']","['Crime', 'Drama', 'Historical', 'Music/Dance', 'Romance']"
9998295,the black bird,['Comedy'],['Drama']
27169774,the woman in white,"['Drama', 'Mystery/Suspense', 'Romance']","['Drama', 'War/combat']"
24083596,desperate remedies,['Drama'],['Drama']
1508868,the serpent and the rainbow,"['Horror', 'Indie', 'Supernatural/Monster', 'Thriller']","['Action/Adventure', 'Crime', 'Drama', 'Historical', 'Horror', 'Mystery/Suspense', 'Thriller']"
35595535,kai po che!,"['Drama', 'Sports']",['Non-fiction/Educational']
11293583,how high is up?,"['Comedy', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Old-fashioned/classical style', 'Short Film']"
7675313,in the gloaming,"['Drama', 'LGBT', 'Other']","['Asian Movies', 'Horror']"
3926605,back to school with franklin,"['Animation', ""Children's/Family"", 'Non-fiction/Educational']",['Animation']
31270836,when harry tries to marry,"['Comedy', 'Romance']","['Drama', 'Thriller']"
31676805,savages,"['Crime', 'Drama', 'Thriller']","['Action/Adventure', 'Crime', 'Drama', 'Thriller']"
34776126,betaaj badshah,[],['Action/Adventure']
12725443,the scarlet coat,"['Action/Adventure', 'Drama', 'Historical', 'Spy']",['Drama']
31070209,la valentina,"['Drama', 'Music/Dance', 'War/combat']",['Drama']
27634924,jesse stone: innocents lost,"['Adaptation', 'Crime', 'Drama', 'Thriller', 'Other']","['Drama', 'Indie', 'Romance']"
2163703,i'll be home for christmas,['Holiday Film'],"[""Children's/Family"", 'Comedy', 'Holiday Film']"
1235519,weekend at bernie's,"['Action/Adventure', 'Comedy', 'Friendships, Family & Personal Relationships', 'Romance']","['Comedy', 'Drama']"
35786228,"heads up, charley","['Comedy', 'Old-fashioned/classical style']","['Comedy', 'Drama']"
19444214,praan jaye par shaan na jaye,"['Comedy', 'Drama', 'World cinema']","['Comedy', 'Horror', 'Music/Dance', 'World cinema']"
14734420,pies and guys,"['Comedy', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Old-fashioned/classical style', 'Short Film']"
238397,flowers and trees,"['Comedy', 'Old-fashioned/classical style', 'Short Film']",['Short Film']
77744,wayne's world,"['Comedy', 'Friendships, Family & Personal Relationships', 'Music/Dance', 'Other']","['Comedy', 'Coming of age', 'Romance', 'Teen']"
2983487,ultraviolet,"['Action/Adventure', 'Disaster/Dystopia', 'Science Fiction', 'Thriller']",['Horror']
13287196,you i love,"['Comedy', 'Coming of age', 'Drama', 'LGBT', 'World cinema', 'Other']","['Action/Adventure', 'Comedy', 'Romance', 'Science Fiction']"
12783565,friendly persuasion,['Drama'],['Drama']
4726,batman,"['Action/Adventure', 'Crime', 'Drama', 'Thriller']","['Drama', 'Horror', 'Supernatural/Monster', 'Thriller', 'Unconventional', 'Other']"
24806261,hold that kiss,"['Comedy', 'Romance']",['Comedy']
770239,mr. & mrs. bridge,"['Drama', 'Historical', 'Romance']",['Drama']
6289589,the holy mountain,"['Drama', 'Indie', 'Old-fashioned/classical style', 'World cinema']","['Comedy', 'Drama', 'Indie', 'Old-fashioned/classical style', 'Romance']"
17129717,so this is marriage?,"['Comedy', 'Drama', 'Old-fashioned/classical style', 'Romance']",['Old-fashioned/classical style']
3143504,michael,"['Comedy', 'Drama', 'Fantasy', 'Religious Film', 'Romance']","['Comedy', 'Drama', 'Romance']"
29281218,torn,['Drama'],['Non-fiction/Educational']
35211335,ai weiwei: never sorry,['Non-fiction/Educational'],"['Comedy', 'Non-fiction/Educational']"
29193924,chaand kaa tukdaa,"['Action/Adventure', 'Comedy', 'Crime', 'Drama', 'Romance']",['Drama']
10016740,mela,"['Action/Adventure', 'Drama']","['Action/Adventure', 'Drama', 'World cinema']"
27510938,the last of the duanes,"['Action/Adventure', 'Romance', 'Western']",['Western']
14627416,temptation,"['Drama', 'Indie', 'Old-fashioned/classical style']","['Drama', 'Old-fashioned/classical style']"
1075228,oliver's story,"['Drama', 'Romance']","['Action/Adventure', 'Crime', 'Drama', 'Mystery/Suspense', 'Thriller']"
35254495,fatal termination,"['Action/Adventure', 'Thriller']","['Animation', 'Non-fiction/Educational']"
28150777,nothing but the truth,['Comedy'],['Comedy']
31910205,king khan,"['Action/Adventure', 'Drama', 'Romance']",[]
4299508,friends with money,"['Comedy', 'Drama', 'Indie', 'Romance', 'Other']","['Comedy', 'Coming of age', 'Romance', 'Teen']"
23541374,nice girl?,['Music/Dance'],"['Comedy', 'Old-fashioned/classical style']"
28920951,the d.i.,['Drama'],"['Comedy', 'Old-fashioned/classical style']"
31798610,god bless the child,['Drama'],['Drama']
19317097,the spanking age,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Indie', 'Old-fashioned/classical style', 'Short Film', 'Western']"
21909087,the cellar,"['Horror', 'Thriller']","['Crime', 'Drama', 'Thriller']"
106262,what women want,"['Comedy', 'Fantasy', 'Romance']","['Comedy', 'Drama', 'Romance']"
25406662,le filmeur,['Drama'],[]
15217227,"to you, from me","['Adult', 'Drama', 'Romance']","['Adaptation', ""Children's/Family"", 'Comedy', 'Coming of age', 'Drama', 'Historical', 'Other']"
710094,the peacemaker,"['Action/Adventure', 'Disaster/Dystopia', 'Thriller']","['Action/Adventure', 'Crime', 'Thriller']"
5050011,nickelback - live at home,[],"['Adult', 'Comedy', 'Drama']"
100274,hudson hawk,"['Action/Adventure', 'Comedy', 'Crime']","['Coming of age', 'Drama', 'Romance', 'Teen']"
31079479,bengazi,"['Action/Adventure', 'Crime']",['Action/Adventure']
5114544,barsaat ki ek raat,"['Asian Movies', 'Drama']","['Comedy', 'Drama']"
23543664,king lear,"['Drama', 'Old-fashioned/classical style', 'World cinema']","['Adaptation', 'Comedy', 'Drama']"
19115236,the rescue,"['Action/Adventure', 'Old-fashioned/classical style', 'Romance']","['Drama', 'Romance']"
15086592,the knife of the party,"['Comedy', 'Music/Dance', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Old-fashioned/classical style', 'Short Film']"
30448646,3 minutes,['Short Film'],['Short Film']
34322643,we are not angels 3: rock & roll strike back,['Comedy'],"['Drama', 'Non-fiction/Educational', 'Political']"
11953814,herb,['Drama'],['Drama']
15593228,the fighting ranger,"['Indie', 'Old-fashioned/classical style', 'Western']",['Old-fashioned/classical style']
35260006,spirit,"['Comedy', 'Drama']",['Thriller']
30508894,red kiss,['Drama'],['Drama']
149815,the search,"['Drama', 'Old-fashioned/classical style', 'War/combat']","['Action/Adventure', 'Comedy', 'Friendships, Family & Personal Relationships', 'Music/Dance', 'Romance']"
1204655,that darn cat,"['Action/Adventure', ""Children's/Family"", 'Comedy', 'Mystery/Suspense']","[""Children's/Family"", 'Comedy', 'Indie']"
13388826,the telephone girl and the lady,"['Drama', 'Indie', 'Old-fashioned/classical style', 'Short Film']","['Drama', 'Indie', 'Old-fashioned/classical style', 'Short Film']"
13954702,moonlight and cactus,"['Comedy', 'Music/Dance', 'Old-fashioned/classical style', 'Romance', 'Short Film', 'Western']","['Comedy', 'Old-fashioned/classical style', 'Short Film']"
12942893,the haunted hat,"['Comedy', 'Indie', 'Old-fashioned/classical style', 'Short Film']","['Indie', 'Old-fashioned/classical style', 'Short Film']"
20568484,the shadow of hate,"['Indie', 'Non-fiction/Educational', 'Short Film']","['Action/Adventure', 'Fantasy', 'Short Film', 'Unconventional']"
28467452,black birds,"['Drama', 'War/combat']","['Horror', 'World cinema']"
1766274,superstar,"['Comedy', 'Teen']","['Adaptation', 'Crime', 'Drama', 'Mystery/Suspense', 'Thriller']"
3124658,adventures of the road-runner,"['Animation', 'Comedy', 'Short Film']","['Animation', ""Children's/Family"", 'Short Film']"
14144273,riding with buffalo bill,"['Action/Adventure', 'Old-fashioned/classical style']",[]
26111438,it happened at the world's fair,"['Action/Adventure', 'Music/Dance', 'Romance']","['Action/Adventure', 'Drama', 'Romance']"
24737429,tomorrow,['Drama'],['Non-fiction/Educational']
171555,gods and monsters,"['Adaptation', 'Drama', 'Historical', 'Indie', 'LGBT', 'Non-fiction/Educational']","['Drama', 'Indie']"
17719032,deep valley,"['Crime', 'Drama', 'Old-fashioned/classical style', 'Romance']","['Drama', 'Old-fashioned/classical style']"
34419411,villa zone,"['Comedy', 'Drama']",[]
6917005,the music man,"[""Children's/Family"", 'Comedy', 'Drama', 'Music/Dance', 'Romance']","['Comedy', 'Drama']"
32250995,when the bough breaks,"['Crime', 'Mystery/Suspense', 'Supernatural/Monster', 'Thriller']","['Comedy', 'Drama']"
640370,super size me,"['Comedy', 'Culture & Society', 'Drama', 'Indie', 'Non-fiction/Educational']","['Animation', ""Children's/Family"", 'Comedy']"
22276337,doctor glas,['Drama'],['Drama']
23150423,the rack,"['Drama', 'War/combat']","['Action/Adventure', 'Drama', 'Thriller']"
30832109,the white flower,['Old-fashioned/classical style'],['Drama']
25223887,streetdance 3d,['Drama'],"['Comedy', 'Romance', 'Teen']"
26985808,the city below,"['Drama', 'World cinema']","['Action/Adventure', 'Comedy', 'Drama', 'Indie']"
7432079,the north avenue irregulars,"[""Children's/Family"", 'Comedy', 'Crime', 'Mystery/Suspense']","['Action/Adventure', 'Drama']"
2212664,brian's song,"['Drama', 'Non-fiction/Educational', 'Sports', 'Other']",['Animation']
805037,the crush,"['Adult', 'Drama', 'Mystery/Suspense', 'Thriller']","['Comedy', 'Teen']"
12572118,the bros.,"['Comedy', 'Crime', 'Music/Dance']","['Comedy', 'Crime', 'Drama', 'Indie', 'Thriller']"
289890,piglet's big movie,"['Animation', ""Children's/Family"", 'Music/Dance']","['Action/Adventure', 'Animation', ""Children's/Family"", 'Music/Dance']"
24576647,speed devils,"['Crime', 'Drama']","['Crime', 'Drama']"
4461885,welcome to l.a.,"['Drama', 'Romance', 'Other']","['Crime', 'Drama', 'Mystery/Suspense', 'Thriller']"
23139830,let's dance,"['Asian Movies', 'Drama', 'World cinema']",['Music/Dance']
210224,love with the proper stranger,"['Comedy', 'Culture & Society', 'Drama', 'Old-fashioned/classical style', 'Romance']",['Drama']
29019984,of love and other demons,"['Drama', 'Non-fiction/Educational', 'Religious Film', 'World cinema']",['Comedy']
8088017,assassination,"['Action/Adventure', 'Asian Movies', 'Drama', 'Old-fashioned/classical style']","['Culture & Society', 'Drama', 'Old-fashioned/classical style']"
7495301,incendiary blonde,"['Drama', 'Music/Dance', 'Non-fiction/Educational']","['Old-fashioned/classical style', 'War/combat']"
177736,the trespasser,['Old-fashioned/classical style'],"['Drama', 'Non-fiction/Educational', 'Romance', 'Western']"
2260329,maniac,"['Horror', 'Other']","['Action/Adventure', 'Drama', 'Historical', 'Indie', 'Western', 'World cinema']"
31300052,nine bachelors,['Comedy'],['Old-fashioned/classical style']
24104388,bhole shankar,"[""Children's/Family"", 'Drama', 'Music/Dance']",[]
35759185,chakravarthy,['Crime'],['Drama']
24744509,sherlock holmes returns,['Mystery/Suspense'],['Thriller']
28953349,rising stars,"[""Children's/Family"", 'Drama', 'Music/Dance']",[]
1506960,get over it,"['Adult', 'Comedy', 'LGBT', 'Music/Dance', 'Romance', 'Teen']","['Comedy', 'Teen']"
1922815,cheaper by the dozen 2,"['Action/Adventure', ""Children's/Family"", 'Comedy']","['Animation', ""Children's/Family"", 'Comedy', 'Drama', 'Music/Dance']"
10223140,purple storm,"['Action/Adventure', 'Asian Movies', 'Thriller', 'World cinema']","['Drama', 'Romance']"
31735267,the nevadan,"['Action/Adventure', 'Western']","['Crime', 'Drama', 'Old-fashioned/classical style']"
19773644,waldo's last stand,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']","[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']"
10791915,thai meethu sathiyam,['World cinema'],[]
22964594,"selma, lord, selma","['Drama', 'Historical', 'Non-fiction/Educational', 'Political', 'Other']",['Drama']
13295969,any mother's son,['Drama'],['Drama']
21779605,nowhere boy,"['Coming of age', 'Drama', 'Music/Dance', 'Non-fiction/Educational']","['Comedy', 'Drama', 'Romance']"
20761542,christmas at cadillac jack's,"[""Children's/Family""]",['Drama']
345825,mackenna's gold,"['Action/Adventure', 'Western']","['Action/Adventure', 'Adaptation', 'Disaster/Dystopia', 'Drama', 'Other']"
101910,the towering inferno,"['Action/Adventure', 'Disaster/Dystopia', 'Other']","['Action/Adventure', 'Drama', 'Science Fiction']"
2422489,yellow submarine,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Comedy', 'Fantasy', 'Music/Dance']","['Crime', 'Drama', 'Mystery/Suspense', 'Thriller']"
26024515,tora-san to the rescue,['Asian Movies'],['Asian Movies']
14589005,little miss broadway,"[""Children's/Family"", 'Drama', 'Music/Dance', 'Old-fashioned/classical style']","['Crime', 'Drama', 'Mystery/Suspense', 'Old-fashioned/classical style', 'Thriller']"
11567877,paid,"['Drama', 'Old-fashioned/classical style']","['Comedy', 'Old-fashioned/classical style', 'Romance']"
600209,kalifornia,"['Action/Adventure', 'Crime', 'Drama', 'Thriller']","['Action/Adventure', 'Crime', 'Drama', 'Indie']"
2541879,to paint or make love,"['Comedy', 'Drama']",['Drama']
5305120,homecoming,"['Adaptation', ""Children's/Family"", 'Drama', 'Other']","['Drama', 'World cinema']"
2939335,i live in fear,"['Asian Movies', 'Comedy', 'Drama', 'World cinema']","['Drama', 'Historical', 'Non-fiction/Educational', 'Old-fashioned/classical style', 'Romance']"
31122154,society mugs,['Short Film'],['Fantasy']
28006483,dhanwan,['Asian Movies'],"['Drama', 'Romance']"
1745419,kicking and screaming,"['Comedy', 'Coming of age', 'Drama', 'Indie', 'LGBT', 'Romance', 'Other']","['Action/Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']"
10004664,mast,"['Comedy', 'Drama', 'Music/Dance', 'Romance', 'World cinema']","['Action/Adventure', 'Asian Movies', 'Music/Dance']"
867905,stray dog,"['Asian Movies', 'Crime', 'Drama', 'Friendships, Family & Personal Relationships', 'Old-fashioned/classical style', 'Thriller', 'World cinema']","['Adaptation', ""Children's/Family"", 'Coming of age', 'Drama']"
4642099,agent for h.a.r.m.,"['Action/Adventure', 'Comedy', 'Science Fiction', 'Spy']","['Crime', 'Drama', 'Thriller']"
13064064,call of the flesh,"['Drama', 'Music/Dance', 'Old-fashioned/classical style']","['Music/Dance', 'Old-fashioned/classical style', 'Romance']"
21236436,the white reindeer,"['Drama', 'Horror', 'World cinema']","['Action/Adventure', 'Drama', 'Western']"
24724201,thursday's child,"['Adaptation', 'Drama', 'Other']","['Drama', 'Romance']"
28070112,oranges and sunshine,['Drama'],"['Action/Adventure', 'Animation', ""Children's/Family"", 'Comedy']"
8493002,spellbinder,"['Horror', 'Indie', 'Mystery/Suspense', 'Supernatural/Monster', 'Thriller']",['Fantasy']
24132780,the girl said no,"['Comedy', 'Music/Dance', 'Old-fashioned/classical style']",['Comedy']
698969,the horse whisperer,"['Drama', 'Romance', 'Western']","['Crime', 'Drama', 'Mystery/Suspense', 'Thriller']"
3667955,angela's ashes,"['Adaptation', 'Coming of age', 'Drama', 'Historical', 'Non-fiction/Educational']","['Crime', 'Drama', 'Romance', 'Thriller']"
1253851,cursed,"['Comedy', 'Horror', 'Thriller']","['Comedy', 'Romance']"
6618673,employee of the month,"['Comedy', 'Romance']","['Action/Adventure', 'Comedy', 'Crime', 'Friendships, Family & Personal Relationships', 'Mystery/Suspense', 'Thriller']"
1880706,payback,"['Action/Adventure', 'Adaptation', 'Comedy', 'Crime', 'Drama', 'Thriller']","['Action/Adventure', 'Science Fiction', 'Supernatural/Monster', 'Thriller']"
34543328,el yazısı,"['Comedy', 'Drama']","['Music/Dance', 'Non-fiction/Educational']"
22644980,punk lawyer,['Drama'],['Drama']
16975367,her highness and the bellboy,"['Comedy', 'Old-fashioned/classical style', 'Romance']","['Comedy', 'Drama']"
36000471,mexico,"['Animation', 'Short Film']","['Animation', 'Short Film']"
15194870,the galloping kid,"['Indie', 'Old-fashioned/classical style', 'Western']","['Indie', 'Old-fashioned/classical style', 'Western']"
35793521,the white pearl,"['Action/Adventure', 'Drama', 'Old-fashioned/classical style', 'Romance']","['Drama', 'Old-fashioned/classical style']"
14911735,two if by sea,"['Comedy', 'Crime', 'Romance']","['Action/Adventure', 'Crime', 'Mystery/Suspense', 'Thriller']"
2188611,played,"['Action/Adventure', 'Crime', 'Thriller']","['Indie', 'Unconventional']"
537200,honey,"['Drama', 'Music/Dance', 'Romance']","['Comedy', 'Teen']"
19662785,party fever,"[""Children's/Family"", 'Comedy', 'Old-fashioned/classical style', 'Short Film']","['Comedy', 'Old-fashioned/classical style', 'Short Film']"
36318894,blood ties,"['Crime', 'Drama']",['Drama']
4824326,betsy's wedding,"['Comedy', 'Romance']","['Adaptation', 'Drama', 'Historical', 'Romance']"
8219325,get smart,"['Action/Adventure', 'Comedy', 'Romance']","['Action/Adventure', 'Drama', 'Romance']"
22915236,wings of the navy,"['Drama', 'Romance', 'War/combat']",['Drama']
24328650,paracelsus,"['Drama', 'Historical', 'Old-fashioned/classical style']","['Drama', 'Old-fashioned/classical style', 'Western']"
7091489,copkiller,"['Crime', 'Drama', 'Mystery/Suspense', 'Thriller', 'World cinema']","['Action/Adventure', 'Asian Movies']"
23953216,the fighting o'flynn,"['Action/Adventure', 'Comedy']",['Thriller']
2108776,ferngully: the last rainforest,"['Action/Adventure', 'Animation', ""Children's/Family"", 'Culture & Society', 'Fantasy', 'Thriller']","['Action/Adventure', 'Animation', ""Children's/Family"", 'Fantasy']"
